Streetname,Street Range (FROM - TO),Postcode,Area
Καρόλου Κουν,,3117,Λεμεσός
Καρόλου Κουν,,4108,'Αγιος Αθανάσιος
Καρόλου Κουν,,4191,Ύψωνας
Καρόλου Νόρμαν,,4151,Κάτω Πολεμίδια
Καρπάθου,,3048,Λεμεσός
Καρπασίας,,3115,Λεμεσός
Καρπασίας,,4045,Γερμασόγεια
Καρπασίας,,4102,'Αγιος Αθανάσιος
Καρπασίας,,4185,Ύψωνας
Καρπενησίου,,4003,Μέσα Γειτονιά
Καρποκράτη,,3115,Λεμεσός
Καρτερίας,,3115,Λεμεσός
Καρτεσίου,,3115,Λεμεσός
Καρτεσίου,"1 - 19, 2 - 16",4105,'Αγιος Αθανάσιος
Καρτεσίου,18 - τ. 21 - τ.,4007,Μέσα Γειτονιά
Καρυάτιδων,,3066,Λεμεσός
Καρυστίας,,4152,Κάτω Πολεμίδια
Κασίμ Πασά,,3017,Λεμεσός
Κάσου,,3048,Λεμεσός
Κάσου,,4044,Γερμασόγεια
Κασσάνδρας,,4045,Γερμασόγεια
Κασσάνδρας,,4183,Ύψωνας
Κασσάνδρου,,3045,Λεμεσός
Κασσιανού,,4181,Ύψωνας
Κασταλίας,,3100,Λεμεσός
Κασταλίας,,4040,Γερμασόγεια
Καστανιάς,,3010,Λεμεσός
Καστελλορίζου,,3086,Λεμεσός
Καστοριάς,,4152,Κάτω Πολεμίδια
Κατάνης,,3011,Λεμεσός
Κατερίνας Γώγου,,4105,'Αγιος Αθανάσιος
Κατερίνας Τρύφωνος,,4044,Γερμασόγεια
Κατίνας Παξινού,,4007,Μέσα Γειτονιά
Κατίνας Παξινού,,4105,'Αγιος Αθανάσιος
Κατίνας Παξινού,,4154,Κάτω Πολεμίδια
Κατίνας Παξινού,,4191,Ύψωνας
Κατσαντωναίων,,4154,Κάτω Πολεμίδια
Κατσαντώνη,,4183,Ύψωνας
Κάτω Αλωνιών,,4156,Κάτω Πολεμίδια
Κάτω Πολεμιδιών,,4130,Πάνω Πολεμίδια
Κατωκοπιάς,,4007,Μέσα Γειτονιά
Καυκάλλων,,4107,'Αγιος Αθανάσιος
Καυκάσου,,4106,'Αγιος Αθανάσιος
Καυκάσου,,4185,Ύψωνας
Καψαλιών,,4044,Γερμασόγεια
Κέας,,4040,Γερμασόγεια
Κέδρων,,4004,Μέσα Γειτονιά
Κέδρων,,4105,'Αγιος Αθανάσιος
Κέκροπος,,3051,Λεμεσός
Κελσίου,,3011,Λεμεσός
Κεμάλ Σελίμ,,3017,Λεμεσός
Κενταύρου,,4041,Γερμασόγεια
Κενταύρου,,4106,'Αγιος Αθανάσιος
Κενταύρου,,4185,Ύψωνας
Κέπλερ,,3060,Λεμεσός
Κεραμεικού,,3111,Λεμεσός
Κεραμέως,,3042,Λεμεσός
Κεραμοποιείου,,3042,Λεμεσός
Κερκύρας,,3107,Λεμεσός
Κερκύρας,,4000,Μέσα Γειτονιά
Κερκύρας,,4044,Γερμασόγεια
Κερκύρας,,4107,'Αγιος Αθανάσιος
Κερκύρας,,4186,Ύψωνας
Κέρου,,4007,Μέσα Γειτονιά
Κερύνειας,,3075,Λεμεσός
Κερύνειας,,4045,Γερμασόγεια
Κερύνειας,,4187,Ύψωνας
Κερύνειας Πάροδος,,4187,Ύψωνας
Κεφαλληνίας,,3107,Λεμεσός
Κεφαλληνίας,,4040,Γερμασόγεια
Κεφαλληνίας,,4107,'Αγιος Αθανάσιος
Κεφαλληνίας,,4183,Ύψωνας
Κεφαλοβρύσου,,3047,Λεμεσός
Κεφαλοβρύσου,,4102,'Αγιος Αθανάσιος
Κεφαλόκρεμου Λεωφόρος,,4045,Γερμασόγεια
Κηφισιάς,,4003,Μέσα Γειτονιά
Κηφισιάς,,4185,Ύψωνας
Κηφισού,,3111,Λεμεσός
Κηφισού,,4156,Κάτω Πολεμίδια
Κιθαίρονος,,4155,Κάτω Πολεμίδια
Κικέρωνος,,3060,Λεμεσός
Κικέρωνος Πάροδος,,4153,Κάτω Πολεμίδια
Κιλελέρ,,4106,'Αγιος Αθανάσιος
Κιλικίας,,3111,Λεμεσός
Κιλικίας,,4102,'Αγιος Αθανάσιος
Κιλκίς,,3051,Λεμεσός
Κιλκίς,,4187,Ύψωνας
Κιμώλου,,3047,Λεμεσός
Κίμωνος,,3095,Λεμεσός
Κίμωνος,,4046,Γερμασόγεια
Κίμωνος,,4181,Ύψωνας
Κινύρα,,3060,Λεμεσός
Κινύρα,,4044,Γερμασόγεια
Κινύρα,,4193,Ύψωνας
Κιοπρουλουζαντέ,,3042,Λεμεσός
Κιοσέογλου,,3040,Λεμεσός
Κίου,,4046,Γερμασόγεια
Κιουρί,,3010,Λεμεσός
Κίπλιγκ,,3046,Λεμεσός
Κίρκης,,3060,Λεμεσός
Κισάμου,,3083,Λεμεσός
Κιτίου,,4001,Μέσα Γειτονιά
Κιτίου Κυπριανού,"1 - 31, 2 - 24",3036,Λεμεσός
Κιτίου Κυπριανού,26 - τ. 33 - τ.,3041,Λεμεσός
Κιτρομηλιού,,4151,Κάτω Πολεμίδια
Κιτρομηλιού Πάροδος,,4151,Κάτω Πολεμίδια
Κίτσου Τζαβέλλα,,4102,'Αγιος Αθανάσιος
Κίτσου Τζαβέλλα,,4185,Ύψωνας
Κλαδερών,,4170,Κάτω Πολεμίδια
Κλεάνθη Χριστοφόρου,,3010,Λεμεσός
Κλεάνθους,,4044,Γερμασόγεια
Κλεάρχου,,3115,Λεμεσός
Κλειούς,,3117,Λεμεσός
Κλειούς,,4047,Γερμασόγεια
Κλεισθένους,,3087,Λεμεσός
Κλεισθένους,,4002,Μέσα Γειτονιά
Κλείσοβας,,3096,Λεμεσός
Κλεισούρας,,4105,'Αγιος Αθανάσιος
Κλεμανσώ,,3060,Λεμεσός
Κλεοβούλου,,3083,Λεμεσός
Κλεομένους,,3106,Λεμεσός
Κλεομένους,,4002,Μέσα Γειτονιά
Κλεοπάτρας,,3042,Λεμεσός
Κλέωνος,,3085,Λεμεσός
Κλυτίας,,3083,Λεμεσός
Κνωσού,,3027,Λεμεσός
Κνωσού,,4044,Γερμασόγεια
Κνωσού,,4186,Ύψωνας
Κόδρου,,3086,Λεμεσός
Κόδρου,,4105,'Αγιος Αθανάσιος
Κόδρου,,4182,Ύψωνας
Κοζάνης,,3070,Λεμεσός
Κοζάνης,,4182,Ύψωνας
Κοιλάνεμου,,4004,Μέσα Γειτονιά
Κοκκινογής,,4152,Κάτω Πολεμίδια
Κοκκινόγιας,,4107,'Αγιος Αθανάσιος
Κοκκινόκαμπου,,4150,Κάτω Πολεμίδια
Κολοσσαίου,,3081,Λεμεσός
Κόλυμπου,,4105,'Αγιος Αθανάσιος
Κολχίδος,,3051,Λεμεσός
Κολωνακίου,,4103,'Αγιος Αθανάσιος
Κολωνού,,3115,Λεμεσός
Κομνηνού,,3077,Λεμεσός
Κομνηνού,,4188,Ύψωνας
Κομφουκίου,,3017,Λεμεσός
Κοντέας,,3120,Λεμεσός
Κοντέας,,4131,Πάνω Πολεμίδια
Κοντέας,,4184,Ύψωνας
Κόνωνος,,3087,Λεμεσός
Κόνωνος,,4170,Κάτω Πολεμίδια
Κοπεγχάγης,,3050,Λεμεσός
Κοπέρνικου,,3012,Λεμεσός
Κορινθίας,,3111,Λεμεσός
Κορινθίας,,4049,Γερμασόγεια
Κορίνθου,"1 - 7, 2 - 12",4005,Μέσα Γειτονιά
Κορίνθου,9 - τ. 14 - τ.,3096,Λεμεσός
Κορίνθου,,4184,Ύψωνας
Κορίννης,,3106,Λεμεσός
Κορίννης,,4043,Γερμασόγεια
Κορμακίτη,,3047,Λεμεσός
Κορμακίτη,,4103,'Αγιος Αθανάσιος
Κοροίβου,,3112,Λεμεσός
Κοροΐσκου,,3118,Λεμεσός
Κορυτσάς,,3085,Λεμεσός
Κορυτσάς,,4187,Ύψωνας
Κορωνείας,,4042,Γερμασόγεια
Κορώνης,,3081,Λεμεσός
Κοσμά Αιτωλού,,3077,Λεμεσός
Κοσμά Αιτωλού,,4004,Μέσα Γειτονιά
Κοσμά Αιτωλού,,4151,Κάτω Πολεμίδια
Κοσμά Αιτωλού,,4189,Ύψωνας
Κοσμά Γεωργίου,,3080,Λεμεσός
Κουβέϊτ,,4044,Γερμασόγεια
Κουμανδαρίας,,3036,Λεμεσός
Κουμπερτέν,,3046,Λεμεσός
Κουρίου,,3025,Λεμεσός
Κουρίου,,4192,Ύψωνας
Κουτσοβέντη,,3115,Λεμεσός
Κουτσοβέντη,,4101,'Αγιος Αθανάσιος
Κουφονησίου,,4007,Μέσα Γειτονιά
Κρατερού,,4150,Κάτω Πολεμίδια
Κράτητος,,3086,Λεμεσός
Κρατίνου,,3012,Λεμεσός
Κρέοντος,,3111,Λεμεσός
Κρήνης,,3107,Λεμεσός
Κρήτης,,3087,Λεμεσός
Κρήτης,,4005,Μέσα Γειτονιά
Κρήτης,,4180,Ύψωνας
Κριναγόρου,,3083,Λεμεσός
Κρίνων,,3110,Λεμεσός
Κρίνων,,4007,Μέσα Γειτονιά
Κρίνων,,4103,'Αγιος Αθανάσιος
Κρίστιαν ’Αντερσεν,,3012,Λεμεσός
Κριτίας,,4153,Κάτω Πολεμίδια
Κρίτωνα Αθανασούλη,,4170,Κάτω Πολεμίδια
Κρίτωνος,,4106,'Αγιος Αθανάσιος
Κρίτωνος Τορναρίτη,,3110,Λεμεσός
Κρίτωνος Τορναρίτη,,4106,'Αγιος Αθανάσιος
Κροίσου,,4184,Ύψωνας
Κρόνιν,,3081,Λεμεσός
Κρόνου,,3115,Λεμεσός
Κρόνου,,4187,Ύψωνας
Κρόσφιλντ,,3036,Λεμεσός
Κρωυτσέρ,,3120,Λεμεσός
Κυβέλης,,3115,Λεμεσός
Κυβέλης,,4150,Κάτω Πολεμίδια
Κυβέλης,,4183,Ύψωνας
Κυδωνίων,,4156,Κάτω Πολεμίδια
Κυθήρων,,3101,Λεμεσός
Κυθήρων,,4043,Γερμασόγεια
Κυθήρων,,4187,Ύψωνας
Κύθνου,,3047,Λεμεσός
Κύθνου,,4044,Γερμασόγεια
Κυθρέας,,3070,Λεμεσός
Κυθρέας,,4045,Γερμασόγεια
Κυθρέας,,4102,'Αγιος Αθανάσιος
Κυθρέας,,4130,Πάνω Πολεμίδια
Κυθρέας,,4191,Ύψωνας
Κύκκου,,4182,Ύψωνας
Κυκλάδων,,3100,Λεμεσός
Κυκλάδων,,4043,Γερμασόγεια
Κυκλάδων,,4180,Ύψωνας
Κυκλαμίνων,,3110,Λεμεσός
Κύκλωπος,,3100,Λεμεσός
Κύκλωπος,,4006,Μέσα Γειτονιά
Κύκλωπος,,4040,Γερμασόγεια
Κύκνων,,3070,Λεμεσός
Κύκνων,,4044,Γερμασόγεια
Κυλλήνης,,4007,Μέσα Γειτονιά
Κύμης,,3012,Λεμεσός
Κύμης,,4044,Γερμασόγεια
Κυπαρίσσας,,4044,Γερμασόγεια
Κυπαρίσσας,,4107,'Αγιος Αθανάσιος
Κυπαρισσόβουνου,,3115,Λεμεσός
Κυπαρισσώνος,,4151,Κάτω Πολεμίδια
Κυπριακής Μουσικής,,3110,Λεμεσός
Κυπριακών Χορών,,3110,Λεμεσός
Κύπριδος,,3110,Λεμεσός
Κυράς,,4102,'Αγιος Αθανάσιος
Κυρήνης,,3116,Λεμεσός
Κυριάκου Αγαθοδώρου,,4189,Ύψωνας
Κυριάκου Ζαχαρία,,4189,Ύψωνας
Κυριάκου και Σωτήρη Παπαλαζάρου,,4100,'Αγιος Αθανάσιος
Κυριάκου Καρνέρα,,4108,'Αγιος Αθανάσιος
Κυριάκου Κατόλη,,3052,Λεμεσός
Κυριάκου Κολοκάση,,3051,Λεμεσός
Κυριάκου Μάτση,,3040,Λεμεσός
Κυριάκου Μάτση,,4002,Μέσα Γειτονιά
Κυριάκου Μάτση,,4170,Κάτω Πολεμίδια
Κυριάκου Μάτση,,4181,Ύψωνας
Κυριάκου Οικονόμου,,3040,Λεμεσός
Κυριάκου Σιμοπούλου,,4159,Κάτω Πολεμίδια
Κυριακου Τσιαούσιη,,4184,Ύψωνας
Κυριάκου Χαπέσιη,,3046,Λεμεσός
Κυριάκου Χατζηιωάννου,,4107,'Αγιος Αθανάσιος
Κυριακούλη Μαυρομιχάλη,,4006,Μέσα Γειτονιά
Κυρίλλου Λουκάρεως,,4156,Κάτω Πολεμίδια
Κυψέλης,,4044,Γερμασόγεια
Κω,,4045,Γερμασόγεια
Κωνσταντίνου Αντωνίου,,4100,'Αγιος Αθανάσιος
Κωνσταντίνου Αρτεμάκη,,4170,Κάτω Πολεμίδια
Κωνσταντίνου Αυγεράκη,,4170,Κάτω Πολεμίδια
Κωνσταντίνου Καβάφη,,3076,Λεμεσός
Κωνσταντίνου Καβάφη,,4044,Γερμασόγεια
Κωνσταντίνου Καβάφη,,4107,'Αγιος Αθανάσιος
Κωνσταντίνου Καβάφη,,4170,Κάτω Πολεμίδια
Κωνσταντίνου Καβάφη,,4194,Ύψωνας
Κωνσταντίνου Κανάρη,,3041,Λεμεσός
Κωνσταντίνου Κανάρη,,4005,Μέσα Γειτονιά
Κωνσταντίνου Κανάρη,,4044,Γερμασόγεια
Κωνσταντίνου Κανάρη,,4184,Ύψωνας
Κωνσταντίνου Καραμανλή,,3119,Λεμεσός
Κωνσταντίνου Κοιλανιώτη,,3115,Λεμεσός
Κωνσταντίνου Κούμα,,4152,Κάτω Πολεμίδια
Κωνσταντίνου Κούμα Πάροδος,,4152,Κάτω Πολεμίδια
Κωνσταντίνου Λασκάρεως,,4155,Κάτω Πολεμίδια
Κωνσταντίνου Μουρούζη,,4001,Μέσα Γειτονιά
Κωνσταντίνου Μουρούζη,,4156,Κάτω Πολεμίδια
Κωνσταντίνου Μουρούζη Πάροδος,,4156,Κάτω Πολεμίδια
Κωνσταντίνου Παλαιολόγου,,3095,Λεμεσός
Κωνσταντίνου Παλαιολόγου,,4001,Μέσα Γειτονιά
Κωνσταντίνου Παπαρρηγοπούλου,,3106,Λεμεσός
Κωνσταντίνου Παρθένη,,3117,Λεμεσός
Κωνσταντίνου Συμεωνίδη,,3080,Λεμεσός
Κωνσταντίνου Τσάτσου,,3117,Λεμεσός
Κωνσταντινουπόλεως,,3011,Λεμεσός
Κωνσταντινουπόλεως,,4105,'Αγιος Αθανάσιος
Κωνσταντινουπόλεως,,4184,Ύψωνας
Κωπαΐδος,,4152,Κάτω Πολεμίδια
Κώστα Αναξαγόρα,,3080,Λεμεσός
Κώστα Αριστείδου,,4102,'Αγιος Αθανάσιος
Κώστα Βάρναλη,,3118,Λεμεσός
Κώστα Βάρναλη,,4104,'Αγιος Αθανάσιος
Κώστα Βάρναλη,,4151,Κάτω Πολεμίδια
Κώστα Βάρναλη,,4194,Ύψωνας
Κώστα Γεωργίου,,3080,Λεμεσός
Κώστα Καρυωτάκη,,3046,Λεμεσός
Κώστα Καρυωτάκη,,4170,Κάτω Πολεμίδια
Κώστα Κατσαντώνη,,4106,'Αγιος Αθανάσιος
Κώστα Κατσελλή,,4102,'Αγιος Αθανάσιος
Κώστα Κοράλλη,,3010,Λεμεσός
Κώστα Κουζάρη,,3040,Λεμεσός
Κώστα Κρυστάλλη,,3012,Λεμεσός
Κώστα Κρυστάλλη,,4105,'Αγιος Αθανάσιος
Κώστα Κρυστάλλη,,4152,Κάτω Πολεμίδια
Κώστα Κωνσταντίνου,,3115,Λεμεσός
Κώστα Λοΐζου,,3080,Λεμεσός
Κώστα Μόντη,,3046,Λεμεσός
Κώστα Μόντη,,4044,Γερμασόγεια
Κώστα Μόντη,,4106,'Αγιος Αθανάσιος
Κώστα Μόντη,,4154,Κάτω Πολεμίδια
Κώστα Ουράνη,,3085,Λεμεσός
Κώστα Παπαδήμα,,4103,'Αγιος Αθανάσιος
Κώστα Παρτασίδη,,3030,Λεμεσός
Κώστα Πηλαβάκη,,3075,Λεμεσός
Κώστα Πιτσιλλίδη,,4103,'Αγιος Αθανάσιος
Κώστα Σοφοκλέους,,3118,Λεμεσός
Κώστα Σωτηριάδη,,4105,'Αγιος Αθανάσιος
Κώστα Ταχτσή,,3119,Λεμεσός
Κώστα Χαράκη,,3041,Λεμεσός
Κώστα Χατζηκακού,,4107,'Αγιος Αθανάσιος
Κωστάκη Ευαγόρου,,3115,Λεμεσός
Κωστάκη Παντελίδη,,3020,Λεμεσός
Κωστή Παλαμά,,3095,Λεμεσός
Κωστή Παλαμά,"1 - 69, 2 - 52",4001,Μέσα Γειτονιά
Κωστή Παλαμά,71 - τ. 54 - τ.,4002,Μέσα Γειτονιά
Κωστή Παλαμά,,4047,Γερμασόγεια
Κωστή Παλαμά,,4170,Κάτω Πολεμίδια
Κωστή Παλαμά,,4192,Ύψωνας
Κωχ,,3015,Λεμεσός
Λ,,,
Λαβυρίνθου,,3081,Λεμεσός
Λαβυρίνθου,,4042,Γερμασόγεια
Λαγγαδά,,3119,Λεμεσός
Λαέρτου,,3065,Λεμεσός
Λαέρτου,,4184,Ύψωνας
Λαζάρου Κουντουριώτη,,3077,Λεμεσός
Λαζάρου Κουντουριώτη,,3106,Λεμεσός
Λαϊκών Ζωγράφων,,3115,Λεμεσός
Λάϊου,,3015,Λεμεσός
Λακύδου,,3118,Λεμεσός
Λακωνίας,,3106,Λεμεσός
Λακωνίας,,4049,Γερμασόγεια
Λαμαρτίνου,,3076,Λεμεσός
Λαμίας,,3066,Λεμεσός
Λαμίας,,4185,Ύψωνας
Λάμου,,3010,Λεμεσός
Λαμπαδιστού,,4102,'Αγιος Αθανάσιος
Λαμπούσης,,3115,Λεμεσός
Λαμπούσης,,4102,'Αγιος Αθανάσιος
Λαμπούσης,,4184,Ύψωνας
Λάμπρου Κατσώνη,,3100,Λεμεσός
Λάμπρου Κωνσταντάρα,,4156,Κάτω Πολεμίδια
Λάμπρου Πορφύρα,,3100,Λεμεσός
Λαοδικείας,,4150,Κάτω Πολεμίδια
Λαπήθου,,3027,Λεμεσός
Λαπήθου,,4045,Γερμασόγεια
Λαπήθου,,4130,Πάνω Πολεμίδια
Λαπήθου,,4192,Ύψωνας
Λαρίσης,,3117,Λεμεσός
Λαρίσης,,4047,Γερμασόγεια
Λαρίσης,,4188,Ύψωνας
Λάρνακος,,3021,Λεμεσός
Λάρνακος,,4181,Ύψωνας
Λασιθίου,,3045,Λεμεσός
Λαυρίου,,3013,Λεμεσός
Λαυρίου,,4040,Γερμασόγεια
Λαυρίου,,4156,Κάτω Πολεμίδια
Λεάνδρου,,3086,Λεμεσός
Λεάνδρου,,4188,Ύψωνας
Λεβάντας,,3110,Λεμεσός
Λεβάντας,,4007,Μέσα Γειτονιά
Λεβάντας,,4105,'Αγιος Αθανάσιος
Λείστερ Στάνχωπ,,3076,Λεμεσός
Λεκορμπουζιέ,,3075,Λεμεσός
Λέλλας Καραγιάννη,,3020,Λεμεσός
Λεμεσού,,3075,Λεμεσός
Λεμεσού,,4181,Ύψωνας
Λεμεσού - Πλατρών,,4130,Πάνω Πολεμίδια
Λεμονιάς,,4007,Μέσα Γειτονιά
Λένως Μπότσαρη,,4156,Κάτω Πολεμίδια
Λεονάρδου Ντα Βίντσι,,3076,Λεμεσός
Λεονάρδου Ντα Βίντσι,,4106,'Αγιος Αθανάσιος
Λεοναρίσσου,,4100,'Αγιος Αθανάσιος
Λεοντίου Μαχαιρά,,3025,Λεμεσός
Λέοντος Σοφού,,4001,Μέσα Γειτονιά
Λέοντος Τολστόϊ,,3060,Λεμεσός
Λεοχάρους,,3086,Λεμεσός
Λέρνης,,3051,Λεμεσός
Λέρου,,3048,Λεμεσός
Λέσβου,,3096,Λεμεσός
Λέσβου,,3115,Λεμεσός
Λέσβου,,4043,Γερμασόγεια
Λέσβου,,4184,Ύψωνας
Λεσσέψ,,4104,'Αγιος Αθανάσιος
Λευκάδος,,3107,Λεμεσός
Λευκάδος,,4043,Γερμασόγεια
Λευκάδος,,4107,'Αγιος Αθανάσιος
Λευκάδος,,4184,Ύψωνας
Λεύκας,,3070,Λεμεσός
Λεύκας,,4007,Μέσα Γειτονιά
Λεύκας,,4106,'Αγιος Αθανάσιος
Λευκής Κυριακίδου,,3046,Λεμεσός
Λευκίππου,,3075,Λεμεσός
Λευκονοίκου,,3071,Λεμεσός
Λευκωσίας,,3021,Λεμεσός
Λευκωσίας,,4187,Ύψωνας
Λεχάρ,,3081,Λεμεσός
Λεωνίδα Χριστοδούλου,,3020,Λεμεσός
Λεωνίδου,,3041,Λεμεσός
Λεωνίδου,,4192,Ύψωνας
Λήδας,,3051,Λεμεσός
Λήδας,,4044,Γερμασόγεια
Λήδας,,4188,Ύψωνας
Λήθης,,3112,Λεμεσός
Λήμνου,,3065,Λεμεσός
Λητούς,,3116,Λεμεσός
Λητούς,,4043,Γερμασόγεια
Λητώς Παπαχριστοφόρου,,3012,Λεμεσός
Λητώς Παπαχριστοφόρου,,3119,Λεμεσός
Λητώς Παπαχριστοφόρου,,4106,'Αγιος Αθανάσιος
Λιβαδιάς,,3077,Λεμεσός
Λιβερών,,4008,Μέσα Γειτονιά
Λίβιγκστων,,3015,Λεμεσός
Λιλίκας Νάκου,,3120,Λεμεσός
Λίλλης Ζωγράφου,,4102,'Αγιος Αθανάσιος
Λιμνιών,,4131,Πάνω Πολεμίδια
Λίνδου,,3066,Λεμεσός
Λινναίου,,3083,Λεμεσός
Λιοπετρίου,,3050,Λεμεσός
Λιοπετρίου,,4192,Ύψωνας
Λισσαβώνος,,3051,Λεμεσός
Λιστ,,3065,Λεμεσός
Λόγγου,,4152,Κάτω Πολεμίδια
Λογοτεχνών,,3055,Λεμεσός
Λοΐζου Ασκάνη,,3110,Λεμεσός
Λοΐζου Φιλίππου,,3065,Λεμεσός
Λοκρίδος,,3115,Λεμεσός
Λοκρίδος,,4150,Κάτω Πολεμίδια
Λονδίνου,,3065,Λεμεσός
Λόρδου Βύρωνος,,3105,Λεμεσός
Λόρδου Βύρωνος,,4180,Ύψωνας
Λόρδου Ράσσελ,,3076,Λεμεσός
Λορέντζου Μαβίλη,,3100,Λεμεσός
Λόϋδ Τζωρτζ,,3015,Λεμεσός
Λουδοβίκου Μπετόβεν,,3100,Λεμεσός
Λουδοβίκου Μπετόβεν,,4103,'Αγιος Αθανάσιος
Λουί Αραγκόν,,3112,Λεμεσός
Λουί Αραγκόν,,4007,Μέσα Γειτονιά
Λουί Αραγκόν,,4107,'Αγιος Αθανάσιος
Λουκή Ακρίτα,,3030,Λεμεσός
Λουκή Ακρίτα,,4044,Γερμασόγεια
Λουκή Ακρίτα,,4102,'Αγιος Αθανάσιος
Λουκή Ακρίτα,,4156,Κάτω Πολεμίδια
Λουκή Ακρίτα,,4184,Ύψωνας
Λουκιανού,,3065,Λεμεσός
Λουκίας Νικολαΐδου,,3120,Λεμεσός
Λουκίας Παπαγεωργίου,,3055,Λεμεσός
Λουκίας Παπαγεωργίου,,4001,Μέσα Γειτονιά
Λούλας Σιουσμίθ,,3110,Λεμεσός
Λουλουδότοπου,,4151,Κάτω Πολεμίδια
Λουτρών,,3036,Λεμεσός
Λόφου,,4194,Ύψωνας
Λοχαγού Βασιλείου Καποτά,,3020,Λεμεσός
Λοχαγού Βασιλείου Καποτά,,4001,Μέσα Γειτονιά
Λυκαβηττού,,3111,Λεμεσός
Λυκαβηττού,,4187,Ύψωνας
Λυκάβου,,3086,Λεμεσός
Λυκείου,,3055,Λεμεσός
Λυκούργου,,3012,Λεμεσός
Λυκούργου,,4193,Ύψωνας
Λυκούργου Λογοθέτου,,3052,Λεμεσός
Λυκούργου Λογοθέτου,,4043,Γερμασόγεια
Λυκούργου Λογοθέτου,,4159,Κάτω Πολεμίδια
Λυσάνδρου,,3066,Λεμεσός
Λύσης,,3071,Λεμεσός
Λύσης,,4045,Γερμασόγεια
Λύσης,,4102,'Αγιος Αθανάσιος
Λύσης,,4187,Ύψωνας
Λυσικράτους,,3111,Λεμεσός
Λυσιμάχου,,3117,Λεμεσός
Λυσιμάχου,,4004,Μέσα Γειτονιά
Λυσιστράτης,,4194,Ύψωνας
Λυσίου,,3060,Λεμεσός
Λυσίου,,4184,Ύψωνας
Λυσίππου,,3070,Λεμεσός
Λωροβούνου,,4107,'Αγιος Αθανάσιος
Λώρου Φανταζή,,3118,Λεμεσός
Λωτού,,3110,Λεμεσός
Μ,,,
Μαγδάνης,,4152,Κάτω Πολεμίδια
Μαγνησίας,,3115,Λεμεσός
Μαγνησίας,,4045,Γερμασόγεια
Μαδαρής,,3091,Λεμεσός
Μαδρίτης,,3096,Λεμεσός
Μακεδονίας,,3041,Λεμεσός
Μακεδονίας,,4184,Ύψωνας
Μακεδόνων,,4040,Γερμασόγεια
Μακρονήσου,,4007,Μέσα Γειτονιά
Μανέ,,3110,Λεμεσός
Μάνης,,3048,Λεμεσός
Μάνης,,4044,Γερμασόγεια
Μανιακίου,,4151,Κάτω Πολεμίδια
Μάνου Κατράκη,,3107,Λεμεσός
Μάνου Κατράκη,,4107,'Αγιος Αθανάσιος
Μάνου Κατράκη,,4153,Κάτω Πολεμίδια
Μάνου Λοΐζου,,3055,Λεμεσός
Μάνου Λοΐζου,,4107,'Αγιος Αθανάσιος
Μάνου Λοΐζου,,4182,Ύψωνας
Μάνου Χατζηδάκι,,3110,Λεμεσός
Μάνου Χατζηδάκι,,4044,Γερμασόγεια
Μάνου Χατζηδάκι,,4107,'Αγιος Αθανάσιος
Μαντινείας,,4043,Γερμασόγεια
Μαντινείας,,4152,Κάτω Πολεμίδια
Μαντώς Μαυρογένους,,4156,Κάτω Πολεμίδια
Μανώλη Αναγνωστάκη,,4170,Κάτω Πολεμίδια
Μανώλη Ανδρόνικου,,3119,Λεμεσός
Μανώλη Καλομοίρη,,3030,Λεμεσός
Μανώλη Καραγάτση,,4044,Γερμασόγεια
Μανώλη Χιώτη,,4151,Κάτω Πολεμίδια
Μαξίμ Γκεόργκι,,4103,'Αγιος Αθανάσιος
Μάξιμου Μιχαηλίδη,,3106,Λεμεσός
Μαραθάσας,,3071,Λεμεσός
Μαραθοβούνου,,3071,Λεμεσός
Μαραθώνος,,3041,Λεμεσός
Μαραθώνος,,4003,Μέσα Γειτονιά
Μαραθώνος,,4040,Γερμασόγεια
Μαραθώνος,,4103,'Αγιος Αθανάσιος
Μαραθώνος,,4192,Ύψωνας
Μαργαρίτας,,3110,Λεμεσός
Μαρίας Ιορδανίδου,,3110,Λεμεσός
Μαρίας Ρούσου Μιχαηλίδου,,3117,Λεμεσός
Μαρίας Συγκλητικής,,3091,Λεμεσός
Μαρίας Συγκλητικής,,4001,Μέσα Γειτονιά
Μαρίας Τσιάρτα,,3115,Λεμεσός
Μαρίκας Κοτοπούλη,,3030,Λεμεσός
Μαρίκας Κοτοπούλη,,4152,Κάτω Πολεμίδια
Μαρίνου Γαβριήλ,,3052,Λεμεσός
Μαρίνου Γερουλάνου,,3077,Λεμεσός
Μαρίνου Γερουλάνου,"1 - 53, 2 - 46",4154,Κάτω Πολεμίδια
Μαρίνου Γερουλάνου,"48 - 160, 55 - 173",4153,Κάτω Πολεμίδια
Μαρίνου Γερουλάνου,162 - τ. 175 - τ.,4156,Κάτω Πολεμίδια
Μάριου,,3017,Λεμεσός
Μάριου Αγαθαγγέλου,,3080,Λεμεσός
Μάριου Ζαβρού,,4106,'Αγιος Αθανάσιος
Μάριου Παυλίδη,,4045,Γερμασόγεια
Μάριου Τόκα,,3095,Λεμεσός
Μάριου Τόκα,,4105,'Αγιος Αθανάσιος
Μάριου Τριτοφτίδη,,3115,Λεμεσός
Μαρκαντώνιου Βραγαδίνου,,3041,Λεμεσός
Μαρκαντώνιου Βραγαδίνου,,4106,'Αγιος Αθανάσιος
Μαρκελλίνου Αμμιάνου,,4170,Κάτω Πολεμίδια
